,PMIDs
21107,7648636
21108,11798728
21109,12934183
21110,1335650
21111,1320740
21112,14990637
21113,15504763
21114,10974183
21115,11192954
21116,19561523
21117,20435864
21118,16140230
21119,19272084
21120,9926148
21121,10993031
21122,6682336
21123,11932273
21124,15740824
21125,8550780
21126,10974131
21127,16932240
21128,7616872
21129,14757271
21130,16019355
21131,6367474
21132,15126543
21133,17108847
21134,3107663
21135,6730851
21136,12626215
21137,11476766
21138,16019355
21139,15863529
21140,17653960
21141,16037752
21142,16735935
21143,16750207
21144,16183220
21145,16822626
21146,3903822
21147,8233265
21148,12798881
21149,16014407
21150,16382002
21151,2880114
21152,9800666
21153,16043675
21154,18202961
21155,11571096
21156,10374221
21157,12218381
21158,2966832
21159,16087029
21160,9580172
21161,9241305
21162,12080483
21163,15039411
21164,15039412
21165,15572496
21166,20159179
21167,16487195
21168,9422013
21169,16612101
21170,7567201
21171,8323357
21172,8120721
21173,1945642
21174,7796237
21175,15635606
21176,7041623
21177,10867849
21178,9797626
21179,12671780
21180,15294086
21181,14509861
21182,11115952
21183,12698766
21184,15659884
21185,14526208
21186,15811483
21187,14617500
21188,12781934
21189,12469544
21190,15751766
21191,10193067
21192,14746666
21193,15040540
21194,15690118
21195,14526206
21196,17575560
21197,12915605
21198,12085247
21199,11879860
21200,12849025
21201,22041948
21202,20628395
21203,21825268
21204,21075644
21205,17893379
21206,8260242
21207,16242900
21208,18541641
21209,10566565
21210,11087881
21211,8165070
21212,2704497
21213,6988006
21214,12534029
21215,327364
21216,7375188
21217,8885917
21218,1536246
21219,7025638
21220,10488363
21221,7352521
21222,4011071
21223,15342900
21224,11530870
21225,2665800
21226,375171
21227,10329891
21228,11897647
21229,10733441
21230,11985913
21231,1709338
21232,12548091
21233,12821234
21234,8053614
21235,2107780
21236,23377299
21237,17321816
21238,15537995
21239,18441040
21240,11108760
21241,15375810
21242,12234091
21243,17077374
21244,18174447
21245,8466415
21246,18042603
21247,11732835
21248,17172550
21249,17678656
21250,17601803
21251,15673841
21252,14970962
21253,12645445
21254,10890136
21255,4449526
21256,22944
21257,10051081
21258,14645637
21259,9506636
21260,12200551
21261,17405870
21262,8951252
21263,15717206
21264,10393602
21265,16397875
21266,12200550
21267,11158471
21268,11533838
21269,18187561
21270,11994246
21271,11994246
21272,9177597
21273,2347498
21274,12215960
21275,2768768
21276,2768768
21277,11736621
21278,2295775
21279,9177597
21280,2038520
21281,9619472
21282,2803624
21283,16824233
21284,17218187
21285,15846191
21286,18457756
21287,9673606
21288,17156466
21289,11496070
21290,15624051
21291,12239902
21292,12113422
21293,15868256
21294,14669314
21295,15791369
21296,9109247
21297,11241922
21298,11052484
21299,15457380
21300,12432295
21301,11089583
21302,8252346
21303,9153173
21304,8269230
21305,7660266
21306,10411441
21307,11727078
21308,15920688
21309,11793255
21310,11961595
21311,10872622
21312,15821617
21313,12673746
21314,15069719
21315,12473889
21316,9189777
21317,9221851
21318,12874687
21319,15931488
21320,10749610
21321,10653240
21322,10460907
21323,12854115
21324,15081650
21325,11928022
21326,12163970
21327,16222464
21328,12907898
21329,9189099
21330,12616116
21331,19958521
21332,9810446
21333,10391361
21334,16379582
21335,3903069
21336,1891755
21337,2569686
21338,6385650
21339,10690979
21340,16888270
21341,18083272
21342,7747554
21343,2563616
21344,18480933
21345,21118309
21346,21955098
21347,9892909
21348,11766122
21349,17340027
21350,7822521
21351,12592084
21352,7747540
21353,10640840
21354,1350400
21355,3794867
21356,11160464
21357,14966716
21358,8619521
21359,9869251
21360,11990874
21361,9921849
21362,7981078
21363,10755397
21364,8440364
21365,9647153
21366,15511762
21367,2892739
21368,6347108
21369,6749443
21370,3296841
21371,1412113
21372,7744189
21373,1412112
21374,3385910
21375,2183645
21376,1089885
21377,910806
21378,6697270
21379,320477
21380,6751183
21381,694487
21382,20308616
21383,15889312
21384,8287317
21385,15040822
21386,16826020
21387,19452097
21388,16133653
21389,11484097
21390,1922205
21391,17103296
21392,7484282
21393,19252142
21394,17768587
21395,11149482
21396,1435170
21397,2671517
21398,12919708
21399,12110425
21400,19020919
21401,17291843
21402,15977465
21403,8213255
21404,1611221
21405,14669194
21406,19603365
21407,19521657
21408,18978624
21409,15129394
21410,7990242
21411,12879220
21412,8931030
21413,11079527
21414,9271287
21415,12450060
21416,8369985
21417,1566165
21418,12844212
21419,8592957
21420,7710725
21421,8675921
21422,15040821
21423,12770957
21424,21141016
21425,16272048
21426,12142304
21427,14508601
21428,10513500
21429,15077258
21430,12022321
21431,10852980
21432,11039639
21433,11114277
21434,11036846
21435,11908576
21436,8782139
21437,12734907
21438,3048273
21439,16030079
21440,9758073
21441,12064848
21442,8140145
21443,8035399
21444,11308060
21445,1395219
21446,12465163
21447,11762686
21448,15695301
21449,8614771
21450,13130154
21451,12665405
21452,14962965
21453,14601351
21454,4085708
21455,9624745
21456,15826410
21457,3746764
21458,3267741
21459,6428555
21460,7862598
21461,2797576
21462,16675365
21463,7086742
21464,9672056
21465,17359606
21466,10320488
21467,9624744
21468,11037083
21469,6436855
21470,9093498
21471,3556893
21472,6841071
21473,11099285
21474,11099285
21475,17014912
21476,6349737
21477,6372925
21478,1780394
21479,9074573
21480,7838584
21481,8584148
21482,11166969
21483,10215688
21484,11964590
21485,11964590
21486,14594148
21487,3281774
21488,15800228
21489,12583865
21490,12654955
21491,11240090
21492,9633737
21493,11865132
21494,12660386
21495,1712433
21496,11159256
21497,1663226
21498,1663226
21499,14499422
21500,1350803
21501,12370455
21502,8665549
21503,2454440
21504,15017494
21505,1756285
21506,18248658
21507,3061106
21508,32949
21509,9715427
21510,16128675
21511,3055943
21512,3030904
21513,7029167
21514,9798806
21515,360266
21516,7016973
21517,9430014
21518,19213976
21519,3322956
21520,16401691
21521,456734
21522,1313875
21523,6760379
21524,15325678
21525,8600700
21526,17503182
21527,6307924
21528,339352
21529,7000730
21530,12030962
21531,2182401
21532,55586
21533,2210587
21534,37142
21535,12851867
21536,7018336
21537,15128360
21538,6526796
21539,2520622
21540,2129822
21541,17420159
21542,2559903
21543,15712850
21544,3019810
21545,18410774
21546,9392913
21547,8752629
21548,8137988
21549,8921101
21550,2952668
21551,1633906
21552,8986588
21553,16518579
21554,8979201
21555,12042275
21556,7851589
21557,20599196
21558,20599196
21559,16678826
21560,16427266
21561,16860173
21562,16868976
21563,17604664
21564,17885859
21565,15875528
21566,17587424
21567,16443353
21568,16310388
21569,16368446
21570,16368446
21571,17617808
21572,17614270
21573,15764767
21574,15206989
21575,16962345
21576,7864704
21577,10190377
21578,8452189
21579,8384818
21580,7695309
21581,12581547
21582,1337623
21583,11880065
21584,12887953
21585,2521444
21586,17046973
21587,9456961
21588,8996047
21589,19790051
21590,2967893
21591,2945915
21592,19926634
21593,15546651
21594,2112022
21595,14593039
21596,7977921
21597,1392755
21598,6229314
21599,8343668
21600,18402856
21601,15746220
21602,8209393
21603,11929646
21604,21920193
21605,16105282
21606,18294180
21607,10983541
21608,2200559
21609,11130385
21610,9196769
21611,9182474
21612,11528574
21613,14604928
21614,12235450
21615,15227617
21616,11989986
21617,9589759
21618,2091459
21619,12693432
21620,7498892
21621,7552558
21622,16452695
21623,16543298
21624,10353452
21625,8590112
21626,7956109
21627,2836295
21628,7953033
21629,11016522
21630,11111259
21631,1398563
21632,9117472
21633,9534826
21634,12027240
21635,9366661
21636,17650271
21637,7953035
21638,11256724
21639,2361668
21640,7788458
21641,8689371
21642,10357291
21643,16897413
21644,9068775
21645,10827226
21646,669832
21647,8320931
21648,710967
21649,3280388
21650,2554450
21651,9726220
21652,8106686
21653,2812168
21654,10098582
21655,4118558
21656,8938179
21657,7759146
21658,12297843
21659,10660736
21660,12586793
21661,8072200
21662,10334526
21663,9491846
21664,10615229
21665,324620
21666,1988577
21667,7014228
21668,8431375
21669,4614896
21670,3530444
21671,10561297
21672,12586793
21673,10660736
21674,947510
21675,4615785
21676,1012648
21677,12419743
21678,2208013
21679,766800
21680,3054453
21681,3595668
21682,12065558
21683,3909798
21684,991103
21685,947510
21686,12377958
21687,2686393
21688,2265137
21689,1988577
21690,15197192
21691,3524742
21692,9462389
21693,3566123
21694,12027979
21695,11260099
21696,19136303
21697,20177118
21698,10408537
21699,4022350
21700,4968898
21701,4977545
21702,4177613
21703,6476030
21704,6849350
21705,17667498
21706,9449446
21707,19333040
21708,6822175
21709,19102343
21710,11430936
21711,10099740
21712,2679864
21713,1922250
21714,3306493
21715,8987323
21716,2220915
21717,9211675
21718,16522392
21719,9241285
21720,17027531
21721,9788086
21722,15044414
21723,9346020
21724,11928967
21725,17852999
21726,12410192
21727,15695300
21728,15452689
21729,15265162
21730,15690187
21731,2060176
21732,15784715
21733,16282699
21734,11014345
21735,12033074
21736,11399136
21737,15208209
21738,6988265
21739,15197140
21740,17174222
21741,2527134
21742,19705345
21743,1748145
21744,12749508
21745,15334791
21746,21205128
21747,16114544
21748,11230779
21749,9589648
21750,17485893
21751,3891264
21752,20194881
21753,8082525
21754,1490692
21755,15860237
21756,16207627
21757,15375799
21758,10369424
21759,16506273
21760,9135927
21761,14693413
21762,11268714
21763,16026361
21764,10421233
21765,9742976
21766,9742977
21767,12401757
21768,2534084
21769,17145742
21770,14693964
21771,10406828
21772,15220012
21773,3935376
21774,17907113
21775,12746761
21776,7733122
21777,16864814
21778,15270789
21779,8077888
21780,3124685
21781,7843470
21782,8112188
21783,10097930
21784,7821128
21785,7556806
21786,15787663
21787,14768770
21788,16999648
21789,21409314
21790,11472451
21791,992232
21792,12870162
21793,15735185
21794,9159735
21795,14663041
21796,16476934
21797,11924889
21798,15304592
21799,12221159
21800,12873857
21801,6236286
21802,6461156
21803,1839644
21804,16434666
21805,2575450
21806,9595988
21807,17030764
21808,2143808
21809,8723144
21810,6241563
21811,8714171
21812,9221965
21813,9222184
21814,10691156
21815,7884757
21816,1580171
21817,1951587
21818,10360304
21819,11054327
21820,333921
21821,3551617
21822,6341914
21823,14709300
21824,19648706
21825,16160759
21826,2348304
21827,7987192
21828,14725954
21829,18675294
21830,18343607
21831,12188596
21832,21265908
21833,10890292
21834,17084887
21835,19440837
21836,17950161
21837,19389420
21838,7707598
21839,11767269
21840,6645520
21841,19004157
21842,3262219
21843,12580689
21844,5682665
21845,14600049
21846,19335655
21847,12018753
21848,19207348
21849,1556286
21850,6526547
21851,12033657
21852,6537445
21853,6611026
21854,10962768
21855,2180065
21856,20307126
21857,1862062
21858,14598996
21859,15547059
21860,12079251
21861,19581545
21862,19332365
21863,19046833
21864,1593388
21865,8952213
21866,3723287
21867,2795807
21868,15901518
21869,9887419
21870,15033841
21871,9666367
21872,2057272
21873,1594379
21874,1853997
21875,9666365
21876,7609469
21877,1518688
21878,9369604
21879,10794205
21880,12614508
21881,2049711
21882,7630685
21883,16280946
21884,8464665
21885,8561241
21886,1537450
21887,9113846
21888,9346001
21889,12966021
21890,10875675
21891,12165577
21892,14644790
21893,15764103
21894,6430689
21895,19010447
21896,7084138
21897,19864187
21898,2303015
21899,12584485
21900,15213581
21901,9337494
21902,1770187
21903,17667482
21904,12611031
21905,20673557
21906,7217537
21907,16972117
21908,10948819
21909,9873176
21910,9762826
21911,8186137
21912,11499332
21913,2689014
21914,2229529
21915,16623023
21916,3430295
21917,8633408
21918,12160583
21919,9649266
21920,7563354
21921,10524891
21922,9041159
21923,12385926
21924,15747374
21925,12206842
21926,8141537
21927,18334461
21928,8749210
21929,7009090
21930,8436235
21931,6722002
21932,14718419
21933,9562277
21934,3671224
21935,17971007
21936,15656462
21937,7567488
21938,8493007
21939,2910293
21940,8403122
21941,1916978
21942,8110669
21943,1515389
21944,11704175
21945,16766588
21946,8695248
21947,8708713
21948,12166338
21949,10388135
21950,7738628
21951,19135415
21952,8082100
21953,8608488
21954,9552067
21955,9081358
21956,8589019
21957,7749165
21958,8265095
21959,9391542
21960,9713447
21961,18310480
21962,15229100
21963,2068695
21964,9517606
21965,8564107
21966,10379018
21967,18778120
21968,12570112
21969,12583942
21970,14680078
21971,15946834
21972,17314337
21973,19014549
21974,9519948
21975,10359405
21976,9925060
21977,2180105
21978,11587988
21979,17557771
21980,8625660
21981,11217907
21982,9364183
21983,12149529
21984,19841453
21985,3465581
21986,20037682
21987,19378223
21988,7497762
21989,14682412
21990,10556133
21991,1412119
21992,12970006
21993,10421835
21994,10807619
21995,10095821
21996,12391509
21997,15363007
21998,12070058
21999,21917440
22000,10343624
22001,1489129
22002,15741434
22003,11136260
22004,10581660
22005,12379552
22006,15894479
22007,3948545
22008,2184994
22009,3541714
22010,15001463
22011,3823636
22012,2205947
22013,2036818
22014,7630674
22015,14602435
22016,8307216
22017,2807841
22018,6988034
22019,19259615
22020,7974754
22021,2200557
22022,6988033
22023,16175532
22024,15661415
22025,12791021
22026,6351265
22027,15674491
22028,15449205
22029,19474689
22030,3560265
22031,7935634
22032,3533203
22033,12045644
22034,1650023
22035,21508941
22036,19433702
22037,16534045
22038,20059474
22039,2646350
22040,10210912
22041,8997547
22042,396627
22043,7604138
22044,9834259
22045,10233192
22046,17944740
22047,380367
22048,9469682
22049,9217519
22050,2686478
22051,16728906
22052,14512476
22053,15231557
22054,11476123
22055,1348161
22056,21537720
22057,16387219
22058,9892313
22059,1673123
22060,9248875
22061,21809048
22062,15385902
22063,17891043
22064,21457056
22065,18678684
22066,16779656
22067,16170757
22068,16705479
22069,4926100
22070,4862833
22071,4871503
22072,15194029
22073,1442480
22074,18260980
22075,9778551
22076,15459609
22077,8224310
22078,1671993
22079,9404791
22080,11468606
22081,12085075
22082,7958058
22083,8578357
22084,9076201
22085,11468604
22086,16892780
22087,11001084
22088,8296253
22089,12324673
22090,11716196
22091,430774
22092,12106617
22093,18216062
22094,10448773
22095,19253130
22096,1744753
22097,11229858
22098,7778148
22099,8560525
22100,20595477
22101,1951871
22102,18503714
22103,21631932
22104,9291905
22105,14640494
22106,10638587
22107,11945148
22108,7930468
22109,7657122
22110,2446752
22111,8032079
22112,12395333
22113,12395333
22114,9600369
22115,9484514
22116,10681486
22117,8593974
22118,8402761
22119,12649515
22120,15079004
22121,11106204
22122,11316215
22123,17439600
22124,9525303
22125,17881928
22126,12921449
22127,15467597
22128,16968502
22129,11802014
22130,12795454
22131,19054529
22132,8148045
22133,10566703
22134,18201449
22135,1447654
22136,16467715
22137,14997954
22138,8063980
22139,1383947
22140,2886403
22141,4031216
22142,2738212
22143,8113478
22144,11000645
22145,35869
22146,7020176
22147,11698275
22148,11698275
22149,17272503
22150,19695955
22151,9532318
22152,1642520
22153,11059522
22154,12554890
22155,9887897
22156,19670432
22157,15781825
22158,18340100
22159,15374345
22160,12603234
22161,17576774
22162,7669541
22163,10982577
22164,9925042
22165,10048112
22166,9256568
22167,8223364
22168,17426046
22169,11456079
22170,2030194
22171,11162323
22172,16499517
22173,8543703
22174,15365111
22175,2071729
22176,9808825
22177,18677882
22178,7287975
22179,3224003
22180,3239463
22181,3529480
22182,11397745
22183,9551726
22184,1571877
22185,3336245
22186,2794181
22187,15013579
22188,1776536
22189,1452449
22190,3592033
22191,17995993
22192,15896835
22193,10181019
22194,8506786
22195,16377603
22196,17523995
22197,10600434
22198,2926945
22199,2319049
22200,14982550
22201,7971879
22202,12780372
22203,9256568
22204,2782119
22205,11509461
22206,7852062
22207,17154745
22208,9079579
22209,11072391
22210,11302275
22211,1425545
22212,18236302
22213,7608359
22214,15367070
22215,10688938
22216,6437257
22217,3378904
22218,6666695
22219,15152882
22220,6629578
22221,3369327
22222,6478779
22223,6511396
22224,8442622
22225,6178915
22226,7776110
22227,2216622
22228,7880187
22229,10531077
22230,11777359
22231,11285377
22232,7788149
22233,15760929
22234,15194574
22235,13275875
22236,2086672
22237,2965154
22238,8750152
22239,7747370
22240,11359657
22241,10944130
22242,11118461
22243,11759643
22244,8171738
22245,15961764
22246,3543247
22247,16136045
22248,2412262
22249,9703284
22250,10023944
22251,7841054
22252,16136045
22253,9562580
22254,2667326
22255,10859453
22256,9579838
22257,3881175
22258,2016626
22259,8729953
22260,12915604
22261,12915604
22262,8558634
22263,11710825
22264,15625368
22265,3145964
22266,14981107
22267,8468720
22268,10561363
22269,9562581
22270,4056843
22271,11583750
22272,2185803
22273,8625167
22274,7003883
22275,1732429
22276,1390305
22277,1970108
22278,9862512
22279,11942956
22280,1960551
22281,10954911
22282,10561318
22283,9181906
22284,9677460
22285,3330126
22286,8625186
22287,769630
22288,7894919
22289,11773673
22290,11494182
22291,10890339
22292,10534595
22293,12825763
22294,8950666
22295,3914085
22296,8463913
22297,7966841
22298,2066170
22299,7659767
22300,9014918
22301,8793304
22302,16343809
22303,7773117
22304,11798407
22305,8061081
22306,11219367
22307,10359226
22308,16919747
22309,16085366
22310,17411415
22311,8043227
22312,11391170
22313,12683743
22314,14563543
22315,1777498
22316,9848028
22317,8340896
22318,16460416
22319,19926271
22320,9017568
22321,9722818
22322,9892294
22323,7655308
22324,1314099
22325,9848030
22326,7851277
22327,1329492
22328,10714729
22329,17931826
22330,18164145
22331,11110066
22332,10976608
22333,15664721
22334,18636999
22335,11606959
22336,15811052
22337,9487838
22338,9823079
22339,1507038
22340,11218507
22341,9144049
22342,17319775
22343,8694983
22344,20178210
22345,10048641
22346,12518491
22347,16022024
22348,19711610
22349,9155807
22350,16208802
22351,9475328
22352,11389575
22353,1531677
22354,12205570
22355,15978535
22356,2142293
22357,10023791
22358,2019162
22359,8680672
22360,12112791
22361,17426226
22362,1534166
22363,8365299
22364,8444537
22365,6759823
22366,15370401
22367,3517537
22368,11579646
22369,1865943
22370,9715605
22371,7154810
22372,3925335
22373,1864478
22374,8601999
22375,3928820
22376,6408500
22377,7823066
22378,8191881
22379,4207990
22380,3067743
22381,11713061
22382,7936562
22383,4895766
22384,19739491
22385,12242586
22386,21342352
22387,11533340
22388,21888510
22389,17158417
22390,11328958
22391,11335744
22392,14599040
22393,1575558
22394,15493734
22395,9085056
22396,7562171
22397,11513787
22398,12495099
22399,10475656
22400,11423598
22401,9001874
22402,10028739
22403,9619927
22404,9091940
22405,2327922
22406,10659898
22407,9521392
22408,10583283
22409,1547183
22410,10817324
22411,9503298
22412,15116826
22413,15330033
22414,8972416
22415,11417282
22416,15327447
22417,7880207
22418,8242939
22419,1402941
22420,9180311
22421,8659967
22422,9560497
22423,19219780
22424,1535359
22425,10353498
22426,10683058
22427,12668296
22428,3720391
22429,9248875
22430,6376480
22431,3512535
22432,15231461
22433,12922
22434,15363480
22435,12678168
22436,9892313
22437,4979702
22438,9217519
22439,1673123
22440,4605009
22441,17954515
22442,17894080
22443,338270
22444,11982448
22445,15096079
22446,11206599
22447,335787
22448,2686478
22449,4556089
22450,3941934
22451,7413719
22452,351429
22453,3664330
22454,3056555
22455,6308441
22456,3879598
22457,4067613
22458,7773582
22459,2191444
22460,6122057
22461,356523
22462,2771374
22463,8442620
22464,3535491
22465,3892729
22466,10560360
22467,311410
22468,6365008
22469,1437036
22470,10671332
22471,8142675
22472,8360134
22473,1588260
22474,8172437
22475,1965007
22476,2037541
22477,10064240
22478,8214960
22479,3698751
22480,1458389
22481,12463426
22482,9915532
22483,1929130
22484,15222056
22485,3425810
22486,378011
22487,4037908
22488,9916954
22489,122320
22490,4020728
22491,2658880
22492,16688845
22493,16242550
22494,19219495
22495,5069198
22496,6464626
22497,17315273
22498,7948356
22499,15611456
22500,8866087
22501,8752247
22502,7006660
22503,17186430
22504,6369583
22505,1553612
22506,11725616
22507,12205733
22508,8811376
22509,7774471
22510,8903288
22511,20148940
22512,15162353
22513,18457329
22514,10534248
22515,9305326
22516,10534247
22517,10448830
22518,8082624
22519,1907907
22520,8232945
22521,12196768
22522,16527699
22523,14960519
22524,19139000
22525,16767577
22526,9083731
22527,19283736
22528,7926530
22529,10699770
22530,7915672
22531,8781791
22532,7618972
22533,9339943
22534,9494004
22535,9038665
22536,8200238
22537,15286958
22538,9351723
22539,15869128
22540,8951516
22541,19318534
22542,21371991
22543,16046689
22544,21722952
22545,2669554
22546,9230238
22547,9894371
22548,2090474
22549,3556202
22550,9655717
22551,9627589
22552,6721271
22553,3287996
22554,9525445
22555,3276257
22556,9596304
22557,9864004
22558,9768574
22559,2035313
22560,1579391
22561,1878641
22562,3512282
22563,9358137
22564,9358137
22565,11242425
22566,16212203
22567,10197569
22568,7914260
22569,8474804
22570,8704753
22571,9347292
22572,20566605
22573,10496824
22574,8155936
22575,3566318
22576,15293973
22577,8422872
22578,6880729
22579,1559523
22580,6706688
22581,16446892
22582,16878246
22583,15235364
22584,16178407
22585,21859055
22586,15011204
22587,19410397
22588,15179204
22589,16702565
22590,8683652
22591,15285773
22592,15006018
22593,18455221
22594,16675212
22595,17362472
22596,8093138
22597,12803726
22598,15156934
22599,19042940
22600,21703829
22601,10586171
22602,19921981
22603,16566424
22604,18392039
22605,15863410
22606,21148516
22607,12121581
22608,15156935
22609,11431298
22610,9267377
22611,17043681
22612,19562652
22613,8057506
22614,21991951
22615,22622860
22616,11978675
22617,15277154
22618,16864756
22619,12912783
22620,15883418
22621,8017337
22622,16571204
22623,12603234
22624,16816060
22625,17654298
22626,10982577
22627,12762083
22628,17186421
22629,17473036
22630,16534040
22631,17426046
22632,10373999
22633,15020174
22634,8543703
22635,17336026
22636,2071729
22637,14581254
22638,8907100
22639,16027567
22640,9808825
22641,17454714
22642,11800220
22643,17568244
22644,11162323
22645,18188753
22646,16277633
22647,10224982
22648,16838818
22649,10446040
22650,9357351
22651,8506786
22652,1536333
22653,15367074
22654,15450636
22655,8123347
22656,18048633
22657,9396102
22658,18689856
22659,16548938
22660,15264976
22661,11399219
22662,12780372
22663,8223364
22664,15100337
22665,11817768
22666,12634020
22667,17154745
22668,14503897
22669,11072391
22670,10146734
22671,18048636
22672,11818305
22673,9046892
22674,16116148
22675,18618189
22676,12362011
22677,15533544
22678,18304363
22679,10896845
22680,2030195
22681,15152882
22682,18783459
22683,17119047
22684,16298723
22685,2918333
22686,8951510
22687,8653332
22688,2461141
22689,3181441
22690,7311555
22691,2477316
22692,2475912
22693,1718211
22694,7553472
22695,7677982
22696,7833134
22697,7457527
22698,2022140
22699,3344898
22700,7835798
22701,6823374
22702,949896
22703,11102587
22704,2975583
22705,16171729
22706,19838585
22707,694638
22708,8605778
22709,22445431
22710,9886517
22711,16485589
22712,19766950
22713,10494483
22714,1764941
22715,15451329
22716,15749447
22717,2696324
22718,10872363
22719,10622480
22720,11706726
22721,7446041
22722,11764421
22723,8458140
22724,9043599
22725,12012035
22726,10738874
22727,4605009
22728,10700492
22729,15731473
22730,16293363
22731,20526776
22732,16447002
22733,12563136
22734,21773858
22735,21481151
22736,12187178
22737,16174135
22738,18946065
22739,10750472
22740,18823069
22741,15531015
22742,16966742
22743,15298367
22744,18803994
22745,15548779
22746,17485759
22747,17622192
22748,16164398
22749,7753141
22750,15697098
22751,11697556
22752,11485132
22753,16378528
22754,17570558
22755,7919571
22756,16961439
22757,16565640
22758,18381404
22759,17441934
22760,16580906
22761,18520311
22762,18451014
22763,9222185
22764,6428145
22765,17404192
22766,15766996
22767,9392574
22768,15077240
22769,9399217
22770,17094103
22771,344042
22772,12658373
22773,9339691
22774,8869390
22775,9339690
22776,15595934
22777,11252300
22778,12876237
22779,17509486
22780,15710852
22781,17044084
22782,10201413
22783,15726540
22784,2251616
22785,9818851
22786,14607306
22787,9343116
22788,11939936
22789,9781529
22790,15766996
22791,8780092
22792,9708959
22793,9008498
22794,6799266
22795,3127050
22796,11575866
22797,11509081
22798,8726542
22799,3901650
22800,8139604
22801,10210837
22802,10870068
22803,7480054
22804,10987238
22805,12511758
22806,20130401
22807,14563969
22808,2809781
22809,1403397
22810,1642342
22811,1993963
22812,17398307
22813,17705879
22814,8874303
22815,2958819
22816,8905428
22817,9104623
22818,9576406
22819,15673875
22820,12966478
22821,15507939
22822,15622663
22823,12151917
22824,12083587
22825,11519767
22826,7149071
22827,1674295
22828,6889709
22829,3897460
22830,7198209
22831,6802657
22832,3479525
22833,1581445
22834,7119136
22835,15334379
22836,15334379
22837,17017752
22838,11922229
22839,15334379
22840,12230905
22841,19880578
22842,9949754
22843,17365735
22844,19023834
22845,21134997
22846,15970953
22847,15228971
22848,20439384
22849,20060229
22850,7856783
22851,18236303
22852,14645935
22853,10609971
22854,10890303
22855,9685764
22856,17365759
22857,10780124
22858,12834653
22859,11906689
22860,12215235
22861,17353101
22862,8907095
22863,558739
22864,6476868
22865,7767
22866,6476868
22867,7234386
22868,16061595
22869,8334339
22870,7589382
22871,14684561
22872,7503821
22873,11684212
22874,12746252
22875,8317790
22876,8874241
22877,8100928
22878,8665055
22879,11743506
22880,8564129
22881,8546087
22882,2315467
22883,7900665
22884,10352196
22885,20381999
22886,14636911
22887,8932262
22888,14750097
22889,12913060
22890,360837
22891,19387250
22892,2300998
22893,17584197
22894,2667345
22895,17102544
22896,20428622
22897,11111956
22898,9122976
22899,17550928
22900,2653119
22901,2696648
22902,15815237
22903,19041130
22904,12217282
22905,15121119
22906,16018364
22907,10394163
22908,17109365
22909,12566834
22910,17359519
22911,10024707
22912,17698433
22913,6942317
22914,6942317
22915,1439060
22916,6626112
22917,6709586
22918,7183202
22919,7360634
22920,19885943
22921,883740
22922,9085389
22923,9818805
22924,10689659
22925,9209728
22926,12356614
22927,3933739
22928,15996609
22929,12004166
22930,4229712
22931,12638100
22932,12638099
22933,15247569
22934,6450393
22935,12391768
22936,11665454
22937,19877110
22938,12874848
22939,18510278
22940,14965079
22941,5652710
22942,16510640
22943,9258175
22944,19864673
22945,18490378
22946,12429323
22947,11865276
22948,6981165
22949,11713435
22950,20478580
22951,18977988
22952,18082208
22953,18020019
22954,11343739
22955,7131544
22956,8655662
22957,3908674
22958,20544937
22959,16707631
22960,18577583
22961,15640985
22962,2671739
22963,7657105
22964,8196727
22965,10777122
22966,8247075
22967,6986827
22968,1472183
22969,20423755
22970,9506565
22971,21688301
22972,11322842
22973,17459741
22974,11264915
22975,15130569
22976,11155022
22977,16215330
22978,15207999
22979,10906914
22980,16618912
22981,15209959
22982,1466940
22983,4398815
22984,9265991
22985,17561929
22986,17941284
22987,8923094
22988,11331141
22989,1821700
22990,1821700
22991,15706464
22992,2110560
22993,8690826
22994,11354236
22995,8803649
22996,3079969
22997,6407503
22998,2127561
22999,9172968
23000,8889909
23001,1810359
23002,15741004
23003,1904620
23004,6819596
23005,10023505
23006,16874005
23007,9164424
23008,7665806
23009,3140864
23010,6407504
23011,1810358
23012,3088668
23013,12858325
23014,16160624
23015,12237788
23016,2120201
23017,6407502
23018,12590404
23019,12616734
23020,12393308
23021,7588171
23022,7884019
23023,2115680
23024,2505304
23025,1546121
23026,2507630
23027,6425916
23028,2086265
23029,7598110
23030,14066183
23031,14162138
23032,2358192
23033,8677772
23034,14163868
23035,13545290
23036,14271801
23037,1873241
23038,9236641
23039,17448820
23040,1503326
23041,9231947
23042,16306456
23043,12100367
23044,15045129
23045,8970221
23046,11341669
23047,11148527
23048,7717738
23049,10526722
23050,11544612
23051,12757987
23052,10480767
23053,10321421
23054,12017407
23055,10834413
23056,11711322
23057,12873294
23058,11194244
23059,9686700
23060,10880892
23061,10480503
23062,10332684
23063,9183237
23064,9083709
23065,9000704
23066,11453959
23067,9167105
23068,12027927
23069,9444449
23070,15713351
23071,10332682
23072,12213353
23073,9250454
23074,15377436
23075,11476360
23076,11874927
23077,10784225
23078,12768948
23079,9032100
23080,9802741
23081,11553203
23082,12201618
23083,12873289
23084,9545126
23085,11694699
23086,12448933
23087,11131100
23088,11767232
23089,15523183
23090,11590992
23091,14557006
23092,14617222
23093,15111514
23094,9405901
23095,19115653
23096,9846303
23097,17448057
23098,21852106
23099,2679231
23100,11843736
23101,734581
23102,9168215
23103,12028976
23104,21820536
23105,20737135
23106,9491869
23107,12576255
23108,9849757
23109,15339760
23110,19649552
23111,11339914
