,PMIDs
2119,15606390
2120,16118910
2121,18950436
2122,11301086
2123,15767827
2124,14622817
2125,14622686
2126,11576803
2127,8537695
2128,15157684
2129,10737286
2130,22151568
2131,18443671
2132,16284584
2133,17575491
2134,1573287
2135,10959067
2136,17825129
2137,9932882
2138,4999453
2139,16482756
2140,9754420
2141,9428901
2142,17449988
2143,22151017
2144,11997197
2145,18557168
2146,1765742
2147,16234334
2148,16465632
2149,10768436
2150,15367178
2151,10934078
2152,14563900
2153,16928714
2154,9625685
2155,15198764
2156,8597778
2157,1251244
2158,11493132
2159,10600085
2160,12623317
2161,1905602
2162,7929770
2163,12818582
2164,2895134
2165,11272262
2166,12359783
2167,9421320
2168,10107821
2169,16963677
2170,8080497
2171,12095438
2172,15486840
2173,11331056
2174,14510254
2175,2473995
2176,8135915
2177,3674089
2178,11391273
2179,11606152
2180,2316543
2181,15728141
2182,7753691
2183,15231900
2184,3200183
2185,11555061
2186,10437971
2187,15136392
2188,14987884
2189,16603606
2190,3754692
2191,6128922
2192,3401094
2193,12578513
2194,15249449
2195,7114059
2196,1858800
2197,22514426
2198,11446129
2199,16998208
2200,12567301
2201,15373886
2202,7587047
2203,15834750
2204,9774287
2205,16126741
2206,12697010
2207,9824085
2208,12431868
2209,11252332
2210,11678786
2211,16231254
2212,9250230
2213,10291599
2214,8809278
2215,14553868
2216,2124233
2217,15128726
2218,14568634
2219,4025364
2220,11028540
2221,12558230
2222,7852735
2223,9085319
2224,16477553
2225,10452635
2226,9824802
2227,11783694
2228,6172176
2229,9543974
2230,9543974
2231,3883609
2232,8697123
2233,94267
2234,10755338
2235,14709941
2236,9690979
2237,9517912
2238,9421348
2239,2569214
2240,15200743
2241,7846195
2242,1821700
2243,11354236
2244,12204314
2245,9521264
2246,10605527
2247,11087790
2248,8814094
2249,6705744
2250,15353533
2251,12925845
2252,12824212
2253,11923489
2254,11923490
2255,15073677
2256,16139395
2257,15837236
2258,16107961
2259,15680454
2260,17513803
2261,14575968
2262,12738722
2263,14718692
2264,3351676
2265,7136638
2266,7529600
2267,1454041
2268,2792069
2269,1293996
2270,2384077
2271,2113015
2272,12464511
2273,1986598
2274,7529601
2275,2025009
2276,2725616
2277,10487186
2278,957016
2279,10698324
2280,12061356
2281,4825584
2282,55587
2283,9014606
2284,1574170
2285,3075503
2286,9926482
2287,9546538
2288,7769899
2289,2180472
2290,17705950
2291,17593956
2292,16721396
2293,8450402
2294,8853729
2295,14600517
2296,19117833
2297,15640476
2298,17414930
2299,9764785
2300,16479521
2301,18541571
2302,9498439
2303,10197378
2304,7625499
2305,9928729
2306,11930332
2307,15661475
2308,16940855
2309,18471061
2310,10753259
2311,16868496
2312,16571156
2313,19179490
2314,16310552
2315,10048684
2316,9605804
2317,12501132
2318,17242315
2319,20472675
2320,20537376
2321,21423851
2322,18607309
2323,21160416
2324,8074601
2325,14639566
2326,3655305
2327,8834030
2328,7729640
2329,11121914
2330,10535881
2331,3286360
2332,8903382
2333,3537784
2334,8133537
2335,15598773
2336,11978287
2337,12582020
2338,11705848
2339,6101535
2340,6337578
2341,11221150
2342,10889283
2343,10815116
2344,7621388
2345,6130752
2346,7496647
2347,10815116
2348,10448444
2349,7726307
2350,10815116
2351,9150824
2352,2860892
2353,1624646
2354,3512534
2355,15094260
2356,6626853
2357,8694682
2358,7156303
2359,12363116
2360,7726307
2361,7726307
2362,3147048
2363,3510820
2364,6641302
2365,2498658
2366,389103
2367,3041826
2368,3579005
2369,6751366
2370,7982769
2371,3966709
2372,8214921
2373,3345044
2374,8202902
2375,8325065
2376,7874943
2377,1729064
2378,11445103
2379,1841829
2380,3288866
2381,12023410
2382,14716693
2383,15590953
2384,15965198
2385,16782911
2386,16782910
2387,1314147
2388,355810
2389,386676
2390,843794
2391,7714648
2392,8130009
2393,782146
2394,1527133
2395,2544742
2396,2556484
2397,9349964
2398,4418947
2399,2913977
2400,363722
2401,7118972
2402,2176235
2403,10392509
2404,10844404
2405,7468062
2406,2804589
2407,7010893
2408,7415650
2409,18670219
2410,16267767
2411,17827369
2412,3797156
2413,12588272
2414,11144634
2415,16911345
2416,16674606
2417,16139183
2418,15958805
2419,4116227
2420,4460452
2421,342149
2422,4567642
2423,5024196
2424,4561391
2425,8394864
2426,4297614
2427,8218682
2428,6087581
2429,17947390
2430,6754845
2431,7090352
2432,6405480
2433,8182270
2434,779796
2435,8057111
2436,3076200
2437,3288477
2438,15082469
2439,12687534
2440,15146410
2441,11920396
2442,3292249
2443,19926098
2444,2498657
2445,8618283
2446,12623505
2447,3064861
2448,2070206
2449,12944571
2450,2070206
2451,7853584
2452,10470696
2453,14349362
2454,18173154
2455,9002332
2456,15582060
2457,17954538
2458,18996423
2459,17034446
2460,18852400
2461,12634020
2462,10326267
2463,1908080
2464,16838818
2465,11387540
2466,9725926
2467,12442851
2468,18783459
2469,17297068
2470,2195013
2471,6370980
2472,2491140
2473,6370981
2474,3624611
2475,7380822
2476,7714303
2477,6760217
2478,6387360
2479,6406442
2480,9283926
2481,3700932
2482,8018452
2483,8277144
2484,12067107
2485,10717963
2486,10553391
2487,18753864
2488,16945080
2489,17661843
2490,17259905
2491,17713983
2492,18614871
2493,18670224
2494,10464004
2495,11787934
2496,9819872
2497,9297265
2498,15363008
2499,10474578
2500,19779589
2501,12527536
2502,6875530
2503,17251802
2504,18434839
2505,15939391
2506,12502940
2507,14644860
2508,19406981
2509,19345831
2510,18230244
2511,16675781
2512,9597244
2513,8592310
2514,10208143
2515,15111377
2516,15613414
2517,9709937
2518,12646793
2519,9745419
2520,10683055
2521,9302444
2522,10979879
2523,15767536
2524,10460042
2525,10428127
2526,2973652
2527,7604351
2528,2654335
2529,8434322
2530,7502136
2531,8724092
2532,8267686
2533,15796351
2534,6857385
2535,6339137
2536,17119141
2537,3687413
2538,10214566
2539,15830989
2540,3187701
2541,12217670
2542,10990391
2543,7870244
2544,11599834
2545,1579871
2546,15069129
2547,14768081
2548,15734255
2549,8799541
2550,789827
2551,6220476
2552,11550835
2553,8434321
2554,6093270
2555,6374921
2556,11568690
2557,2939542
2558,15264777
2559,2193370
2560,6341632
2561,11111384
2562,6162599
2563,3806169
2564,15718308
2565,8688226
2566,3307601
2567,1378641
2568,7918123
2569,12758236
2570,4852531
2571,6154345
2572,1642879
2573,11189100
2574,807952
2575,18154124
2576,10735893
2577,15254053
2578,7989940
2579,11716226
2580,2185340
2581,8233298
2582,15534360
2583,9165133
2584,15128894
2585,1718348
2586,2451135
2587,3528055
2588,7410127
2589,2418400
2590,17960012
2591,12506176
2592,11054514
2593,7540606
2594,16077990
2595,7539873
2596,20032123
2597,20572581
2598,1703916
2599,1302472
2600,11483325
2601,11753959
2602,1612948
2603,6185343
2604,8938220
2605,16376489
2606,8158680
2607,10550374
2608,14657228
2609,9552032
2610,2650723
2611,10526263
2612,17960013
2613,1618662
2614,11735172
2615,2196107
2616,7930766
2617,12525526
2618,1524042
2619,3054373
2620,2023417
2621,18091334
2622,18972429
2623,16532436
2624,21573534
2625,346190
2626,1702010
2627,2420153
2628,9165134
2629,20479425
2630,15128893
2631,7751897
2632,9632446
2633,7013971
2634,19357741
2635,9348577
2636,2470310
2637,4095111
2638,19875337
2639,15625362
2640,12504039
2641,2379568
2642,11008086
2643,10926126
2644,10926126
2645,12090970
2646,11889277
2647,16774462
2648,15117710
2649,9917447
2650,16520528
2651,9605896
2652,10638714
2653,7896983
2654,7751483
2655,16894074
2656,9083601
2657,16135905
2658,11030260
2659,9083598
2660,12509592
2661,8634730
2662,9573435
2663,12182264
2664,11030260
2665,10425698
2666,12684363
2667,18309301
2668,12187404
2669,2980870
2670,20478333
2671,18201641
2672,19696764
2673,21108032
2674,11678486
2675,16908795
2676,11231746
2677,21300083
2678,17035649
2679,20204974
2680,18675402
2681,18334689
2682,20602869
2683,2945109
2684,7546872
2685,11797655
2686,20054944
2687,7823996
2688,6450448
2689,9971865
2690,2931153
2691,12131705
2692,782141
2693,7010873
2694,18424099
2695,10758778
2696,1545850
2697,10823256
2698,12888872
2699,9280815
2700,7831649
2701,2965375
2702,9821025
2703,11228276
2704,9827783
2705,8865530
2706,11177331
2707,8594426
2708,9278462
2709,8391792
2710,8594425
2711,1325076
2712,8810934
2713,15159264
2714,12232452
2715,9459643
2716,10535716
2717,9657469
2718,11152857
2719,9631964
2720,10525224
2721,10841218
2722,18442423
2723,1512910
2724,20142693
2725,18608367
2726,3335558
2727,16445331
2728,1471839
2729,8615108
2730,9096977
2731,9028689
2732,11782701
2733,6383127
2734,2174933
2735,9620330
2736,15566514
2737,9696501
2738,17058027
2739,7708069
2740,12775230
2741,18242076
2742,7541051
2743,12049862
2744,12049862
2745,15312371
2746,11981766
2747,7010763
2748,19230168
2749,15142066
2750,19286192
2751,10811511
2752,15346266
2753,11487673
2754,12618680
2755,16672699
2756,11200349
2757,9354709
2758,17592075
2759,9532991
2760,9532992
2761,11604183
2762,8141214
2763,16135835
2764,7943066
2765,9481194
2766,2782342
2767,7943103
2768,1442910
2769,15345866
2770,10850749
2771,9543326
2772,10818549
2773,9298634
2774,10818549
2775,8880694
2776,9329701
2777,2135708
2778,10609697
2779,1996888
2780,16275171
2781,9390335
2782,16101874
2783,3048369
2784,16211775
2785,16983001
2786,8286257
2787,10487457
2788,20964660
2789,17341866
2790,19015420
2791,8286230
2792,1757612
2793,7929921
2794,2564233
2795,15499763
2796,15840110
2797,10809860
2798,15897165
2799,12444337
2800,20599292
2801,9158266
2802,350501
2803,10775867
2804,6853785
2805,12100701
2806,9762021
2807,9731961
2808,17668541
2809,15523350
2810,9039301
2811,17934937
2812,1757612
2813,11501507
2814,19416259
2815,17135738
2816,15214905
2817,9216523
2818,11234559
2819,10468799
2820,11110233
2821,11907840
2822,16734505
2823,6165205
2824,9188878
2825,3662562
2826,7999599
2827,17010744
2828,20184211
2829,12125943
2830,12734506
2831,11679005
2832,8504051
2833,9268756
2834,22587791
2835,17935517
2836,15303780
2837,12444337
2838,8746336
2839,8252786
2840,346315
2841,2667612
2842,16096182
2843,21293107
2844,1757613
2845,8629837
2846,10468799
2847,20413372
2848,12522370
2849,12804986
2850,16040409
2851,7904106
2852,9039169
2853,11907839
2854,10940121
2855,781848
2856,1451289
2857,1809589
2858,12588387
2859,15539894
2860,16585986
2861,7999600
2862,6852357
2863,7030988
2864,9536226
2865,9892908
2866,11586013
2867,8977677
2868,1585757
2869,12932245
2870,16965431
2871,12522370
2872,15764047
2873,19067709
2874,9216528
2875,20513160
2876,16645428
2877,7822519
2878,20413372
2879,9449910
2880,18463448
2881,20732849
2882,12174105
2883,2061442
2884,18694678
2885,15523351
2886,20599292
2887,16836527
2888,17596167
2889,9602870
2890,18787325
2891,8765459
2892,12174105
2893,19180896
2894,16983001
2895,11314240
2896,11501507
2897,1583173
2898,16249145
2899,21293107
2900,12745849
2901,8961897
2902,1479106
2903,9252738
2904,16096184
2905,1362841
2906,8186114
2907,16836527
2908,1670840
2909,18694678
2910,1864450
2911,8073835
2912,1390171
2913,16734505
2914,9990363
2915,8646872
2916,9762021
2917,12037450
2918,11053917
2919,12704534
2920,15270890
2921,16673804
2922,11260006
2923,10700492
2924,9186381
2925,18032739
2926,18032739
2927,2389831
2928,14641799
2929,18032739
2930,7491044
2931,15731473
2932,2060439
2933,1936479
2934,8720537
2935,7623902
2936,7821128
2937,12682825
2938,7623902
2939,11300445
2940,11257323
2941,8908377
2942,10333912
2943,12679450
2944,12852706
2945,10421233
2946,12453903
2947,12453903
2948,2534084
2949,1936478
2950,11375358
2951,11375358
2952,11678974
2953,11092289
2954,9428831
2955,9428831
2956,7843470
2957,9516221
2958,9727896
2959,9526970
2960,11092289
2961,19304422
2962,21963940
2963,8562000
2964,22292247
2965,20081393
2966,2088520
2967,8484453
2968,9236422
2969,9316514
2970,11827923
2971,16169344
2972,12934762
2973,8615305
2974,11052840
2975,12766743
2976,779705
2977,6752050
2978,792699
2979,5067346
2980,12062464
2981,792707
2982,318710
2983,879977
2984,6811936
2985,7327086
2986,792705
2987,11058673
2988,7457647
2989,727887
2990,792706
2991,10519348
2992,9288368
2993,2675496
2994,8935744
2995,8623866
2996,2349410
2997,17077429
2998,17919155
2999,15625442
3000,11226652
3001,3224003
3002,12195637
3003,1935873
3004,10412096
3005,17186421
3006,7740014
3007,8433182
3008,9690101
3009,10222609
3010,10615236
3011,11902848
3012,3716918
3013,6699244
3014,3395495
3015,3812057
3016,10117742
3017,8669517
3018,9807537
3019,10814655
3020,12709522
3021,2794181
3022,10148672
3023,16788278
3024,7299342
3025,2728951
3026,7403018
3027,16139962
3028,3295212
3029,8362997
3030,3303976
3031,8213300
3032,11061483
3033,11818305
3034,3070047
3035,7856780
3036,3362801
3037,3362801
3038,3362801
3039,2636539
3040,6527988
3041,3362801
3042,3362801
3043,17485867
3044,11802453
3045,6441794
3046,1757172
3047,11991447
3048,20398112
3049,15963186
3050,18283231
3051,15352143
3052,8121429
3053,21098343
3054,15381507
3055,17656420
3056,16274368
3057,20002510
3058,21834112
3059,2115755
3060,12521968
3061,18845605
3062,17302660
3063,15903284
3064,16813773
3065,15477703
3066,12588573
3067,21649623
3068,11111630
3069,10763795
3070,15066200
3071,18332052
3072,21419411
3073,18083724
3074,19435759
3075,21419411
3076,15151914
3077,21507049
3078,20230348
3079,15031238
3080,21045097
3081,16641143
3082,12540351
3083,15213472
3084,10671804
3085,21369788
3086,21453381
3087,15988879
3088,17013734
3089,8301766
3090,16905764
3091,19421690
3092,19221130
3093,15066066
3094,18043700
3095,11527475
3096,17061151
3097,12020141
3098,12568412
3099,9268276
3100,21382864
3101,19282246
3102,8605558
3103,8780576
3104,9723315
3105,10693639
3106,7762065
3107,8475558
3108,7843707
3109,8356662
3110,15006999
3111,17592345
3112,17215967
3113,17310047
3114,15251640
3115,9248875
3116,1348161
3117,6891818
3118,380367
3119,9316669
3120,4388249
3121,6117347
3122,13935033
3123,2574191
3124,9989567
3125,1971117
3126,4883430
3127,9217519
3128,4862446
3129,6127747
3130,1494594
3131,2371367
3132,4909632
3133,9892313
3134,13863555
3135,5331284
3136,2686478
3137,4629815
3138,14159267
3139,8473466
3140,8793522
3141,8018618
3142,10374092
3143,2115379
3144,8199102
3145,7672654
3146,9853762
3147,7994879
3148,10733017
3149,8690106
3150,7936386
3151,2533145
3152,8203435
3153,7784025
3154,2509250
3155,7618457
3156,3986438
3157,10450619
3158,10450619
3159,10448446
3160,12655910
3161,10025747
3162,12964231
3163,1969197
3164,21841720
3165,8105630
3166,2041443
3167,11487536
3168,12510039
3169,16267322
3170,16223204
3171,9641433
3172,9161352
3173,9549022
3174,10514160
3175,21368667
3176,3548987
3177,12641399
3178,7036765
3179,14728606
3180,3048759
3181,12504399
3182,11502317
3183,2286005
3184,9692160
3185,3293827
3186,12163917
3187,12363058
3188,12535245
3189,6853874
3190,9212372
3191,886092
3192,10535230
3193,461602
3194,3571672
3195,3363075
3196,1852848
3197,3700808
3198,7381310
3199,11860044
3200,8436025
3201,11508042
3202,10784079
3203,8113483
3204,10199349
3205,10459958
3206,10459959
3207,10459957
3208,10485720
3209,8780093
3210,14725516
3211,2405733
3212,3517473
3213,10759937
3214,17684881
3215,2319363
3216,16022854
3217,3769482
3218,1964885
3219,9408700
3220,8899259
3221,7621686
3222,9554247
3223,10592855
3224,10906502
3225,17925114
3226,17124017
3227,15592281
3228,11084540
3229,19530004
3230,15970816
3231,3298419
3232,6347119
3233,15163258
3234,1980827
3235,4555826
3236,17202945
3237,8651631
3238,9546272
3239,17414047
3240,18439948
3241,17942873
3242,12668794
3243,7855556
3244,14723254
3245,3884566
3246,17169762
3247,7741492
3248,10563400
3249,6311790
3250,1932297
3251,11565068
3252,3535399
3253,8525170
3254,9257745
3255,10461420
3256,9580087
3257,1503442
3258,3331044
3259,12447952
3260,1739355
3261,12690546
3262,8154643
3263,2267192
3264,6357076
3265,11450887
3266,12959681
3267,2973596
3268,2187928
3269,1971645
3270,11561142
3271,1805048
3272,8225625
3273,8364941
3274,21524156
3275,2686610
3276,11432485
3277,15770833
3278,2284577
3279,2973595
3280,6524903
3281,1289359
3282,17366527
3283,3305460
3284,8723449
3285,6365358
3286,9695210
3287,18484473
3288,15250016
3289,9540761
3290,9019175
3291,8001208
3292,8949806
3293,8738686
3294,7902034
3295,9849280
3296,9842809
3297,16243994
3298,16492856
3299,9483596
3300,1616158
3301,10553857
3302,11407293
3303,8872689
3304,10386278
3305,10536557
3306,9195356
3307,9389261
3308,1389845
3309,11090730
3310,9257203
3311,12699517
3312,11737185
3313,8610912
3314,9926179
3315,8832448
3316,16517330
3317,7772357
3318,15625142
3319,10640160
3320,12742557
3321,19501210
3322,15672001
3323,10899481
3324,11576570
3325,20159176
3326,8521712
3327,21417560
3328,16253974
3329,17046377
3330,10906502
3331,18555812
3332,14969664
3333,12519833
3334,7044462
3335,797427
3336,11182878
3337,9825420
3338,22435369
3339,19277904
3340,15569863
3341,10582984
3342,12971850
3343,21557814
3344,19097942
3345,1579252
3346,16574922
3347,21990564
3348,15798610
3349,20185783
3350,15645628
3351,18427089
3352,9846260
3353,7755827
3354,9346982
3355,9291744
3356,2404436
3357,9250639
3358,8620226
3359,3794284
3360,8628162
3361,7436066
3362,9007343
3363,17499653
3364,7832348
3365,9517683
3366,2251022
3367,2297157
3368,2184706
3369,8604261
3370,4051273
3371,9832666
3372,8653235
3373,7838644
3374,7893297
3375,12924798
3376,18242753
3377,20435294
3378,16029296
3379,19816918
3380,7941212
3381,8416595
3382,15767195
3383,9293675
3384,8175136
3385,8100153
3386,8003650
3387,7657280
3388,12190178
3389,7729640
3390,1980654
3391,10782903
3392,2551765
3393,9051880
3394,8174890
3395,1674105
3396,8315262
3397,9545998
3398,475542
3399,6578788
3400,16103032
3401,7953031
3402,17378197
3403,3540764
3404,18085144
3405,20492044
3406,15500532
3407,15220020
3408,15018638
3409,17062301
3410,15200753
3411,16182156
3412,10096266
3413,11589259
3414,12017395
3415,11198829
